sent_nr	word_pos	word	item	ENCOW_log_freq	srp_1k	KLD_1k	srp_3k	KLD_3k	srp_10k	KLD_10k	srp_30k	KLD_30k	srp_100k	KLD_100k	srp_300k	KLD_300k	srp_1M	KLD_1M	srp_3M	KLD_3M	srp_6-47M	KLD_6-47M
25	6	this	2506	-13.5166	4.7519	0.4822669	5.1156	0.183568	5.2879	0.07698441	4.6346	0.10936832	3.3571	0.64792633	3.0026	1.09890223	2.8596	1.53913927	2.8101	1.8408556	2.9574	1.96361327
26	1	Jack	2601	-8.4191	9.3752		9.9031		10.3886		9.5997		8.7318		8.1409		8.4014		8.3944		8.4439	
26	2	walked	2602	-8.3594	9.2293	0.95168591	9.6866	0.24105358	10.1646	0.14339733	10.3903	0.11960173	10.4372	0.4718461	8.9124	0.83022642	7.5166	1.53762436	6.927	1.81602097	6.822	1.77884722
26	3	up	2603	-12.2438	7.8309	0.72997475	6.2227	0.18257236	6.3997	0.08071804	5.7363	0.07952404	5.5751	0.20991421	3.2613	0.87030888	2.8552	2.31200933	3.4959	2.4578948	3.2045	2.6549716
26	4	to	2604	-14.855	3.8511	0.60659456	3.5269	0.16729784	3.5816	0.06275654	2.8061	0.17346907	2.2321	0.36278439	2.0671	0.72438145	2.1694	0.89809823	2.2883	1.10534477	2.3145	1.15166759
26	5	the	2605	-15.3366	3.2594	0.53926754	3.2751	0.17012835	3.4788	0.07536125	2.3845	0.53949308	2.3627	1.00605345	1.5904	0.97441721	1.5323	1.28499269	1.4099	1.55064487	1.2532	1.56924582
26	6	door	2606	-9.5383	9.7151	0.504848	9.9716	0.18470955	8.6155	0.40438843	7.7266	1.00120735	6.7718	1.24634457	6.204	1.49319458	4.477	1.87119913	3.6145	2.49073172	3.4122	2.69639111
27	1	Ross	2701	-6.7056	9.3567		9.9163		11.0114		11.1364		11.2195		10.8742		10.4922		10.6264		10.3652	
27	2	sat	2702	-8.3968	9.3143	0.95251369	9.957	0.241714	10.1917	0.14178848	10.2226	0.11253262	10.2298	0.32938051	9.7364	0.62110043	8.4161	1.11539412	7.7274	1.73052263	8.0627	1.64276409
27	3	back	2703	-11.5436	8.8014	0.73083115	6.8962	0.18269539	6.8559	0.08009768	6.6288	0.10380793	6.4506	0.27020311	5.2197	0.73612499	4.3843	1.41012716	3.9186	1.74540281	3.886	1.97847748
27	4	down	2704	-11.0981	9.2507	0.60522032	7.8612	0.16701651	7.4104	0.06301498	7.3171	0.30430508	6.19	0.57889605	5.4224	0.95822668	4.6593	1.10859156	4.3083	1.30395746	4.1619	1.41377878
27	5	and	2705	-14.5388	4.1095	0.53842211	4.0645	0.16860294	4.1278	0.0646987	3.0559	0.2407074	3.2786	0.5260644	2.9641	0.72713041	2.7101	0.81412911	2.3617	0.9502933	2.2086	1.02455831
27	6	shivered	2706	-4.2047	10.5804	0.50375986	11.0364	0.17636538	11.0798	0.07588959	11.0549	0.25880051	11.0278	0.34511471	11.2812	0.40194368	10.8556	1.29124069	10.6854	2.39806461	10.3214	2.80311537
28	1	She	2801	-11.9159	8.5755		6.6962		5.7644		4.9503		4.856		5.0288		4.7507		4.761		4.7685	
28	2	couldn't	2802																			
28	3	help	2803	-11.3401	9.0842	0.6042161	7.5579	0.16662121	7.1519	0.06271601	6.1484	0.41770411	4.8475	1.45179176	4.7368	1.91414165	4.6262	2.23792028	3.7653	2.48943043	3.9838	2.53152084
28	4	feel	2804	-10.8842	9.1245	0.53931952	8.1611	0.16950655	7.6775	0.0660944	7.56	0.08391428	7.814	0.54910231	7.8749	1.63791513	8.1173	1.28861547	9.6345	1.64151311	9.8487	1.78604484
28	5	for	2805	-13.7883	4.4075	0.50355291	4.7047	0.17661858	4.4646	0.07463503	4.4136	0.08228111	4.4471	0.31074381	4.0088	0.74120092	4.7009	0.94844675	4.8772	1.36223745	4.4982	1.34153557
28	6	Alex	2806	-7.4944	10.0005	0.48304892	10.5147	0.18377638	10.7491	0.07857466	10.5999	0.4188199	10.9072	0.82378864	10.9455	1.1968708	10.9931	1.68973255	11.378	2.48766708	11.2069	2.81630754
29	1	The	2901	-15.3366	5.02		3.1084		2.8806		2.5573		2.6676		2.6715		2.5921		2.6112		2.6165	
29	2	bored	2902	-7.5893	9.459	0.95442963	10.273	0.25819874	9.8271	0.36685371	9.6738	0.92411327	10.6119	1.26885653	12.521	1.40439558	12.9528	1.51362228	12.9109	1.54578066	12.8574	1.56129646
29	3	looking	2903	-10.8029	9.0565	0.72909164	8.0996	0.1883173	7.3924	0.13659	7.8225	0.21443462	9.1063	0.71425009	9.1861	0.99245548	9.0566	1.26285505	8.405	1.28310776	7.9138	1.2749691
29	4	soldier	2904	-7.2211	9.8659	0.60409975	10.56	0.16937637	10.8269	0.08130884	11.4407	0.16001272	11.0807	0.45688248	11.5556	1.49949265	11.76	1.87882185	10.5595	1.59452724	10.1206	1.52176714
29	5	just	2905	-12.3446	7.8832	0.53886652	6.1118	0.17012215	6.3246	0.06763983	6.7677	0.12100697	6.587	0.25834227	6.7719	0.63992119	6.467	0.7369256	6.0609	0.88892269	5.779	1.09420586
29	6	pointed	2906	-8.0044	9.8792	0.50356245	10.1835	0.17670155	10.4702	0.06876564	10.3039	0.16065216	9.5915	0.44665432	8.9894	0.51855755	8.5727	0.85093737	7.7609	1.6940341	7.3982	2.16995859
30	1	The	3001	-15.3366	5.02		3.1084		2.8806		2.5573		2.6676		2.6715		2.5921		2.6112		2.6165	
30	2	campaign	3002	-8.9929	9.2173	0.95442963	9.7592	0.25819874	9.1602	0.36685371	8.449	0.92411327	7.8221	1.26885653	7.8095	1.40439558	7.8712	1.51362228	7.4865	1.54578066	7.6577	1.56129646
30	3	will	3003	-12.9996	6.5588	0.73206425	5.4904	0.1899271	5.2742	0.14450932	5.3265	0.21509171	3.6343	0.84042454	3.5029	1.03343248	3.0539	1.4192338	3.0492	1.72576284	3.1164	1.76503897
30	4	pay	3004	-10.5417	9.4673	0.6048398	8.7438	0.16902781	7.7941	0.08296871	7.2649	0.43840504	6.4365	1.88710403	6.2731	2.10184002	6.0886	2.38129711	6.3033	2.57552719	6.414	2.57850504
30	5	for	3005	-13.7883	4.5039	0.53885794	4.7052	0.16951132	4.508	0.06589127	4.3773	0.05402899	4.4407	0.30307961	2.5677	0.55877876	1.4842	1.26001501	1.5026	1.61438942	1.4474	1.72322607
30	6	itself	3006	-9.6455	9.6749	0.50265741	9.5797	0.17594576	9.1346	0.06438494	8.7278	0.45486879	8.6667	0.76539087	8.3488	0.86642313	6.7266	1.1911025	6.8035	1.27893114	6.0052	1.26507378
31	1	They're	3101																			
31	2	riding	3102	-7.7372	9.4946	0.73160648	10.1836	0.18351889	10.5358	0.08168221	10.6928	0.19233608	10.437	0.6305232	10.4414	1.3815341	9.9755	1.66890383	9.3133	1.71299219	9.4232	1.7254982
31	3	out	3103	-12.312999999999999	7.2322	0.60496426	6.0499	0.16714048	6.0171	0.06327152	5.6382	0.08196259	4.7485	0.30816269	4.774	0.58760977	3.8916	0.7436285	4.1254	0.8154397	4.1739	0.86363506
31	4	to	3104	-14.855	3.6873	0.53755283	3.4911	0.16837788	3.4957	0.06394577	2.6378	0.22668743	2.8383	0.56718874	3.3967	0.8714292	3.621	0.88590717	3.6649	0.86129189	3.77	0.87582111
31	5	meet	3105	-9.9227	10.1328	0.50229359	9.5759	0.1766181	8.4516	0.07747412	8.1175	0.53240108	5.8728	0.94895601	5.8912	1.18688011	5.9035	1.30736589	6.022	1.34281492	5.6064	1.43933582
31	6	them	3106	-12.2472	7.6022	0.48210621	6.2849	0.183321	6.1494	0.07617092	5.6945	0.10216999	3.7977	0.5528264	3.2902	0.81458139	2.9792	1.06833839	3.0062	1.25516176	3.2296	1.33271027
32	1	We	3201	-13.3681	6.686		5.0066		3.7518		3.5395		3.4335		3.6756		3.4129		3.4631		3.5626	
32	2	barely	3202	-7.6751	9.0913	0.95192051	9.7066	0.24106789	10.4246	0.14998007	10.5484	0.80883217	10.2463	1.87433004	9.5541	1.99017096	9.334	2.11465597	9.5523	2.18613386	9.6434	2.22522163
32	3	escaped	3203	-6.4085	9.5204	0.72666168	10.282	0.18095016	10.8612	0.08108568	11.4773	0.13473415	11.2154	0.28744936	10.4167	1.03314829	8.7968	1.88896084	8.3687	2.25723839	8.4973	2.47475815
32	4	with	3204	-13.2829	5.6148	0.60450077	5.1399	0.16686058	4.9082	0.06330538	4.8171	0.11262989	3.9163	0.2332859	3.96	0.34815931	4.2016	0.76425457	4.1087	0.76100302	4.2902	0.98303628
32	5	our	3205	-12.1827	7.9913	0.53921366	6.3717	0.169209	6.2901	0.06487465	5.7194	0.39388275	4.3658	0.72502947	4.0171	0.89529276	2.93	1.15228415	2.9904	1.25848627	2.8081	1.35777473
32	6	lives	3206	-9.6432	9.9929	0.50330448	10.0222	0.17659283	9.3201	0.07846355	8.0625	0.5470295	7.1115	1.1505537	6.0166	1.39515638	4.7853	1.7852025	4.7017	1.91136122	4.7037	1.96336842
33	1	We've	3301																			
33	2	been	3302	-12.283	7.9765	0.72813034	6.2066	0.18207788	6.0706	0.08248663	5.2256	0.25237083	1.8643	1.60796499	1.9802	2.63465357	1.9126	3.30591297	2.0405	3.31595182	2.0342	3.38720608
33	3	travelling	3303	-8.1327	9.8363	0.60396433	10.3566	0.16715431	10.4679	0.06550884	10.0566	0.22561169	9.6198	0.74634171	8.8806	1.3656888	7.5244	1.7841258	7.0492	2.13065243	6.9272	2.28632355
33	4	almost	3304	-9.9603	9.6942	0.53924227	9.1827	0.16942167	8.6927	0.06729984	8.7646	0.14016676	8.8604	0.56414652	9.1203	1.0920043	7.7954	1.36324549	7.5514	1.60954189	6.926	1.72580624
33	5	three	3305	-10.6976	8.9397	0.50265312	8.3755	0.17616081	7.7049	0.07392931	7.7487	0.09355593	7.4287	0.27301455	6.7336	0.52921581	4.6875	1.23960495	4.4865	1.93334484	4.6858	2.29904461
33	6	days	3306	-10.6257	9.1567	0.48333073	8.3876	0.18496513	8.0454	0.08621597	7.5222	0.12190485	5.5737	0.61011696	3.2022	1.98417807	2.5838	4.14709902	3.1743	5.5714016	2.6388	5.87615299
34	1	Alice	3401	-6.3699	9.3507		10.0319		11.1294		11.2118		11.3176		10.7409		10.8434		10.778		10.6794	
34	2	is	3402	-14.1387	4.925	0.95624065	3.8918	0.24425316	3.6428	0.14033508	3.103	0.12103415	3.1639	0.29951954	2.9571	0.54765654	2.6759	1.13998413	3.1321	1.74854994	3.1306	1.90687418
34	3	looking	3403	-10.8029	9.06	0.72925758	8.1106	0.18370724	7.4139	0.08384323	7.3973	0.19775677	5.9862	0.67072964	6.1439	0.96312332	5.451	1.09421921	4.9711	1.32209873	4.8007	1.40281439
34	4	for	3404	-13.7883	4.6435	0.60422182	4.6994	0.16744328	4.4559	0.06361246	4.1049	0.1452446	2.8076	0.92730379	1.1009	2.34476995	1.165	2.78008461	1.0715	3.10007858	1.0031	3.07026935
34	5	somewhere	3405	-9.0596	9.9451	0.53819561	10.0701	0.16921997	9.894	0.06340456	9.2653	0.42534971	9.1828	0.68425798	8.8825	0.86376333	8.8604	1.06615114	8.0494	1.65483665	7.3002	1.75434351
34	6	to	3406	-14.855	3.6008	0.50254488	3.49	0.17599726	3.4784	0.07270288	3.0907	0.25556135	2.791	0.5947032	1.9866	0.88702679	1.7717	1.18118286	2.0944	1.38406134	1.682	1.42946815
34	7	live	3407	-10.4147	9.2697	0.48227501	8.6675	0.18390131	8.0399	0.08196688	7.5765	0.50745153	6.2509	0.96244669	5.6241	1.59689283	5.2545	1.97472095	4.1219	2.27587271	4.2923	2.59507799
35	1	Alan	3501	-7.4401	9.2287		9.7249		10.7732		10.7384		10.2599		9.451		9.33		9.4773		9.3953	
35	2	forgot	3502	-7.7639	9.3908	0.95303917	10.003	0.24162245	10.4571	0.14081907	10.5559	0.1287241	10.6966	0.31943893	10.2229	0.62028694	8.4549	1.51033926	8.1873	2.24847078	8.3937	2.447824
35	3	to	3503	-14.855	4.1196	0.73310089	3.6118	0.18407965	3.7629	0.07957649	3.0033	0.13781977	2.7846	0.35045958	1.8146	0.76770592	1.7616	0.9720068	1.4274	1.21897674	1.2652	1.34085798
35	4	shave	3504	-5.7621	9.5134	0.60613728	10.2602	0.16952419	10.7402	0.07899809	10.7438	0.53730154	11.2194	1.04059649	11.3562	1.24990797	10.1838	1.6922946	9.8204	2.77374268	9.4422	3.02891254
35	5	again	3505	-11.1122	9.2632	0.53940821	7.3731	0.16996098	7.1295	0.06735468	7.0208	0.07309198	6.431	0.22800303	6.5612	0.35129929	5.462	0.72901964	5.1147	0.96339846	5.27	1.06083584
35	6	this	3506	-13.5166	4.7972	0.50420141	5.0709	0.17691183	5.2354	0.07211399	6.0125	0.75576711	5.5247	0.80471802	5.6367	1.2280004	5.4207	1.45885229	4.9766	1.48991418	5.151	1.66014504
35	7	morning	3507	-9.6664	9.9578	0.48268795	9.7456	0.18330145	8.9745	0.08005762	8.212	0.2416358	6.6566	0.65980768	4.8436	1.06178761	2.6475	2.22726202	1.3135	4.48035622	1.1616	4.84468365
36	1	Have	3601	-13.4753	6.5178		5.1702		4.8103		6.21		5.8779		6.0208		5.8468		5.9154		5.9409	
36	2	a	3602	-14.5303	4.8917	0.95031452	4.082	0.24078369	3.7203	0.14470196	3.5927	0.15889931	1.6726	0.84875965	2.7001	1.51277828	2.3385	1.64254618	2.0407	1.89315391	2.1224	2.09146571
36	3	carriage	3603	-6.3818	9.6792	0.72918224	10.3864	0.18690062	10.5038	0.1698103	9.857	1.01480484	10.8164	1.43583488	10.9308	1.75636816	11.0277	2.07769012	11.2499	2.71016312	11.3478	3.03741884
36	4	sent	3604	-9.357999999999999	9.8945	0.60522699	10.1155	0.16951656	9.4699	0.08907509	9.275	0.24913216	9.1073	0.38422871	9.1391	0.43565035	8.1991	0.64030123	8.4849	0.82965279	8.6907	0.89374352
36	5	for	3605	-13.7883	4.5007	0.53831387	4.7063	0.17011023	4.5162	0.07020426	4.1816	0.12285566	3.473	0.27398968	3.4418	0.9523406	3.6863	1.33165503	3.7339	1.24305296	3.4608	1.19836187
36	6	us	3606	-11.7776	8.3433	0.50256205	6.6414	0.17657375	6.5855	0.06669998	6.3394	0.35676622	5.0612	0.73141909	4.499	0.87363291	4.8798	1.0761013	5.4782	1.27242041	5.254	1.33651781
36	7	immediately	3607	-9.0143	9.9546	0.48258829	10.0567	0.1833725	9.775	0.07395697	9.7613	0.20687866	9.0009	0.42589521	8.8885	0.81701517	8.1866	0.99620986	7.8313	1.13174605	8.0938	1.20986342
37	1	He	3701	-12.8213	7.3485		5.6252		4.2557		3.6453		4.0414		3.9222		3.8199		3.7864		3.956	
37	2	probably	3702	-10.4074	9.2907	0.94812107	8.9742	0.24023342	7.8551	0.14569187	7.5464	0.49844074	7.6	1.73223114	6.9458	2.20994091	7.0332	2.35064507	6.8333	2.41007328	6.7734	2.41364765
37	3	doesn't	3703																			
37	4	want	3704	-11.6581	8.5124	0.53735399	7.1047	0.16857147	6.6189	0.06372643	5.3367	0.40174961	4.4117	1.24677324	3.3533	2.00004959	2.4909	2.35824442	2.2806	2.50036287	2.2626	2.43362427
37	5	people	3705	-12.3766	7.4778	0.50260925	6.2018	0.17670393	6.1394	0.07557154	6.3482	0.46467113	8.7111	1.54366469	6.2177	1.68554068	5.3327	2.09827328	5.8777	2.18660736	5.9953	2.14440084
37	6	to	3706	-14.855	3.5499	0.48322821	3.4981	0.18394995	3.4605	0.08215332	2.8852	0.08772421	2.0846	0.45844841	1.4578	0.86118507	0.695	1.53722048	0.3776	2.18528485	0.3833	2.20834208
37	7	know	3707	-11.985999999999999	7.9341	0.47090578	6.1686	0.18985367	6.4658	0.08545303	5.1374	0.60272264	4.0051	1.53520536	3.4564	2.07638454	3.9551	2.37876225	3.8771	2.53102827	3.7193	2.55197334
38	1	He	3801	-12.8213	7.3485		5.6252		4.2557		3.6453		4.0414		3.9222		3.8199		3.7864		3.956	
38	2	put	3802	-10.9365	9.0613	0.94812107	8.3874	0.24023342	7.6884	0.14569187	7.3175	0.49844074	7.8585	1.73223114	7.0636	2.20994091	6.9486	2.35064507	6.542	2.41007328	6.6085	2.41364765
38	3	the	3803	-15.3366	3.6197	0.72764969	3.067	0.18253708	3.4738	0.08160591	3.3613	0.10248613	1.9239	0.58120918	2.6459	1.53746223	2.0903	1.51494646	1.9685	1.60804605	2.0788	1.77631092
38	4	fork	3804	-6.3665	9.6497	0.60659027	10.293	0.17646694	10.104	0.36338997	10.083	0.93800831	10.7658	1.24073124	10.6328	1.32900572	10.5567	1.60029745	10.0116	1.9236536	9.7056	2.03473997
38	5	on	3805	-13.4378	5.2231	0.5392375	5.0897	0.17333603	5.1279	0.13030815	4.6321	0.21208954	4.3913	0.31603003	3.0464	0.52708197	2.3646	1.65273237	1.8511	2.48306656	1.7897	2.59131718
38	6	the	3806	-15.3366	3.1968	0.50437737	3.3539	0.17813587	3.308	0.07474518	1.6132	0.29814911	1.3106	0.68953991	1.1004	0.9975276	1.2951	1.21441031	1.1784	1.42396545	1.2551	1.43915963
38	7	table	3807	-9.1957	9.5882	0.4849453	9.5572	0.19231844	9.055	0.40969753	8.3577	0.98909569	7.395	1.27975893	6.8243	1.52014971	5.4368	2.03164482	4.6799	2.80408382	4.3963	3.18575478
39	1	I'll	3901																			
39	2	give	3902	-10.9979	8.8132	0.72983456	8.0961	0.18270397	7.5124	0.08695173	7.0025	0.47005463	4.7183	1.58205128	4.2464	2.21278954	3.8028	2.46880436	3.8665	2.6597023	3.5035	2.68079615
39	3	him	3903	-11.4657	8.6619	0.60366488	6.811	0.16653728	6.6823	0.06333447	6.6709	0.11776161	3.9797	0.94744635	3.4101	1.84003186	3.8021	2.11894202	3.4938	2.44952059	3.2875	2.61961794
39	4	more	3904	-12.450999999999999	7.199	0.53824472	6.2025	0.16871357	5.8365	0.06573868	6.2052	0.36009789	5.044	0.38106394	4.2262	0.9663825	3.7338	1.45144033	3.9789	1.91410494	4.0002	2.02712989
39	5	than	3905	-11.8218	8.3136	0.50245428	6.9687	0.17630148	6.5907	0.07880497	5.9133	0.18285275	2.8735	0.56298399	3.255	0.76200962	3.0128	1.34848547	2.9004	2.09178209	3.0877	2.1984539
39	6	a	3906	-14.5303	3.9048	0.48323393	4.1802	0.18386698	3.8114	0.08341074	3.5575	0.10745716	2.7643	0.37083292	2.55	0.75715971	2.3534	1.0354085	2.1405	1.53512716	2.4034	1.63197517
39	7	slap	3907	-6.1092	9.7921	0.47141123	10.4457	0.19234276	10.5332	0.17834139	10.4575	1.04640865	11.215	1.31259775	11.2578	1.76478052	10.2938	2.28173733	9.2008	2.70424747	9.132	3.04820919
40	1	Andrew	4001	-7.5632	9.4136		10.123		11.0722		10.9231		10.4095		9.2128		9.2152		9.2474		9.077	
40	2	nodded	4002	-6.7968	9.3452	0.95293713	10.1568	0.24108362	10.5182	0.14236069	10.8125	0.11093044	10.5068	0.31281424	8.5824	0.65983009	5.5947	1.78949738	6.5589	2.5011301	6.45	2.46530867
40	3	and	4003	-14.5388	4.5455	0.72993469	4.2666	0.18239498	4.6347	0.07978821	3.957	0.10971546	3.6503	0.31391621	3.4283	1.0306344	3.4113	1.21332192	2.9558	1.30703211	2.8962	1.48914099
40	4	stood	4004	-8.1342	9.4551	0.60634375	10.0017	0.16854811	10.2126	0.07692862	9.8576	0.26830864	9.5902	0.36883926	9.5839	0.52767181	7.4591	0.97945309	5.7426	2.29062033	5.3468	2.828794
40	5	against	4005	-10.1575	9.3446	0.53988171	9.1564	0.16962767	8.6862	0.06703949	8.2693	0.06534576	7.7121	0.1810441	7.04	0.9512248	6.481	1.69208288	5.4227	1.55473518	5.4996	1.76354313
40	6	the	4006	-15.3366	3.1933	0.5031786	3.3464	0.17630339	3.3604	0.07030487	3.2394	0.06228113	1.6104	0.58043623	1.4459	0.81882429	1.4411	1.66557074	1.4504	2.26333761	1.3242	2.33967161
40	7	counter	4007	-7.6187	10.0728	0.48459101	10.4526	0.19167519	9.8981	0.37123585	9.6901	0.9860239	9.8422	1.26512718	9.4939	1.38541794	8.5389	1.767735	7.9129	2.14148283	7.5129	2.26399517
41	1	Looks	4101	-9.9269	9.2289		8.7568		8.5884		7.6926		7.5831		7.8996		7.6702		7.4965		7.5343	
41	2	like	4102	-12.0972	7.6156	0.95238876	6.5225	0.24174786	6.2462	0.14123297	5.7013	0.11801815	5.3026	0.27355576	1.4749	1.86932468	1.006	3.04666138	0.9732	3.23414707	0.9953	3.37326765
41	3	a	4103	-14.5303	4.4219	0.72950172	4.0371	0.18250275	3.6595	0.07980537	3.315	0.08977222	2.3769	0.67595911	2.6543	0.87987661	1.9267	1.06745625	1.4501	1.40340757	1.5372	1.46950889
41	4	walk	4104	-9.6464	9.3795	0.60505247	9.4326	0.17092371	8.6791	0.16052675	8.8176	1.00860977	8.2799	1.32571602	7.5188	1.72363234	7.4709	2.06670141	8.0431	2.50277376	8.0645	2.65647125
41	5	did	4105	-11.9141	8.5883	0.53800774	6.5509	0.1706953	6.5966	0.086236	8.5804	0.2885747	8.7499	0.46366072	10.0014	0.75949526	9.1366	1.19886541	8.9382	1.55700541	8.9115	1.49643946
41	6	the	4106	-15.3366	3.1958	0.50168419	3.3463	0.17599678	3.3456	0.06931019	3.4583	0.12518835	3.5642	1.23249578	3.5191	1.07086396	3.6877	1.57487226	3.5254	1.8950119	3.6199	2.03083897
41	7	trick	4107	-7.7284	9.8222	0.48354721	10.1477	0.19130754	9.7055	0.38019085	9.289	0.92251492	8.6333	1.20646715	8.5867	1.4204073	6.7202	1.90730429	4.6946	2.13360453	3.9226	2.30395651
42	1	Sam	4201	-7.6487	9.2448		9.9229		11.0134		10.4964		10.3415		9.3251		9.153		9.2042		9.116	
42	2	felt	4202	-9.7749	9.2597	0.95317841	9.6156	0.24205256	8.793	0.14322233	8.6212	0.1126647	9.004	0.36937428	7.665	0.92113781	7.159	1.40605545	6.9328	1.6857934	7.0835	1.71972179
42	3	proud	4203	-8.8687	9.6618	0.72993279	10.0183	0.18257666	9.8427	0.0802021	9.5921	0.07548141	9.3725	0.14307165	8.9535	0.48213148	8.033	1.12778854	7.2598	1.57062864	6.7427	1.60933733
42	4	when	4204	-11.9768	8.2906	0.60591793	6.8361	0.16750574	6.5822	0.06350231	6.2917	0.2055068	6.3779	1.03527856	6.9453	1.48880744	6.2336	1.70326543	5.9617	1.85154796	5.7824	1.70295191
42	5	he	4205	-12.8213	6.4275	0.54010391	5.6411	0.1698699	6.2255	0.0643034	4.1243	0.34412384	3.6369	0.9398613	3.0729	1.11077881	1.6585	1.90947223	1.0542	2.63666391	1.0496	2.70983195
42	6	went	4206	-10.4029	10.0461	0.50278902	9.0452	0.17611408	8.1946	0.07103491	7.4397	0.3032546	5.3869	1.6673665	4.7064	2.35445929	4.2013	2.93675137	3.7104	3.24354649	3.705	3.27735376
42	7	home	4207	-11.2459	8.9848	0.48326063	7.4712	0.18323755	7.4979	0.08001375	7.5632	0.14172935	8.5048	0.73775387	5.2507	1.4951582	3.5452	1.88356376	3.4158	2.09533668	3.3081	2.12523866
43	1	Scott	4301	-7.4431	9.3471		9.9508		10.9218		10.6592		10.2373		9.5025		9.6031		9.48		9.4875	
43	2	got	4302	-11.1959	8.6445	0.95092201	7.3098	0.24144173	6.8378	0.14252472	6.9832	0.10924053	7.9355	0.38075638	7.04	0.68690395	6.2086	1.6067729	6.4037	1.89139175	6.3492	1.92315292
43	3	up	4303	-12.2438	7.8369	0.72796345	6.228	0.18198681	6.4065	0.08072996	5.8145	0.05400419	5.1796	0.4959197	3.8997	0.82354069	4.6379	1.10862207	4.1127	1.33717537	3.9394	1.50949049
43	4	and	4304	-14.5388	4.2656	0.60551643	4.1286	0.16715145	4.3009	0.06251574	3.363	0.17122364	3.3867	0.44795561	3.059	0.68206739	2.7844	0.83576393	2.3741	0.99975228	1.9755	1.11710548
43	5	washed	4305	-6.6695	10.1506	0.54000139	10.7819	0.16974735	10.9338	0.0735569	10.7906	0.2565403	10.6979	0.33566189	10.7215	0.44170904	8.9731	1.19404697	8.0725	2.06356239	7.9915	2.34717417
43	6	his	4306	-11.9165	7.9827	0.5038023	6.7382	0.17675924	6.7289	0.07170963	6.5264	0.08650494	7.005	0.23992395	5.5862	0.49427223	4.0182	1.08780432	2.6645	1.50196028	2.2119	1.79795671
43	7	plate	4307	-7.8621	10.423	0.4834671	10.6075	0.18416548	10.8468	0.08071804	10.1029	0.42289734	9.3109	1.09724617	8.819	1.61006117	8.1713	2.44729471	7.3465	3.44980335	7.0518	3.94693089
44	1	Simon	4401	-7.7165	9.4718		10.0409		10.9162		10.564		9.9517		8.9435		9.1274		9.0528		8.8478	
44	2	nodded	4402	-6.7968	9.3402	0.95231533	10.1522	0.24110508	10.5193	0.14161587	10.824	0.12103176	10.5191	0.35141659	8.3304	0.66309881	5.4584	1.53804493	6.0543	2.35817909	5.9279	2.28208113
44	3	and	4403	-14.5388	4.5467	0.73020935	4.2685	0.18249702	4.6321	0.07951069	3.9744	0.10777998	3.6645	0.30611038	3.4978	1.05660081	3.499	1.28954887	3.093	1.40897918	3.1179	1.58231306
44	4	walked	4404	-8.3594	9.4639	0.60652542	9.845	0.16852331	10.035	0.07678604	9.8662	0.26899242	9.4308	0.36573553	9.2765	0.49896765	6.3464	0.92576694	4.7615	2.40488577	4.5986	2.83745337
44	5	into	4405	-11.5292	9.073	0.53981686	7.0626	0.16942072	6.7658	0.06649208	6.8378	0.05452061	6.4654	0.17531204	3.8815	1.07540989	2.7345	2.26050615	2.5581	2.26791048	2.7874	2.5071907
44	6	the	4406	-15.3366	3.1977	0.50290012	3.3427	0.17589283	3.3613	0.06962252	2.4098	0.12501764	1.597	0.7234292	1.367	0.86121273	1.3874	1.13931513	1.0285	1.7899766	0.7662	2.03116655
44	7	room	4407	-10.4759	9.04	0.48431253	8.6374	0.19129896	7.8886	0.36992645	7.0483	0.98230839	6.3416	1.27435064	5.9249	1.47063017	4.7991	2.03674746	3.561	2.69555473	2.8935	3.07888603
45	1	Steve	4501	-8.7437	9.4622		10.0407		10.4206		9.8966		8.8974		8.6017		8.592		8.7021		8.5638	
45	2	sat	4502	-8.3968	9.3109	0.95095921	9.9617	0.24031019	10.2083	0.14402103	10.3068	0.15088129	9.89	0.39292049	8.8559	0.84510756	7.8092	1.56822443	7.9065	1.8350749	8.4959	1.80057859
45	3	down	4503	-11.0981	9.1548	0.730299	7.8504	0.18217468	7.4019	0.07994556	7.0715	0.0999527	6.7702	0.2554369	5.1373	0.75193214	3.1457	1.37218904	2.0056	1.92690325	1.9371	2.14506841
45	4	to	4504	-14.855	3.8389	0.60420561	3.5151	0.16630936	3.5669	0.06189251	2.8079	0.16700315	2.5436	0.33378172	2.2956	0.64779997	2.4996	0.79319048	2.0198	1.00181556	2.4677	1.09188652
45	5	eat	4505	-9.3033	9.3044	0.53813505	9.6298	0.1698041	9.4139	0.07451344	8.983	0.54509211	7.2032	1.0147562	7.6261	0.95892143	7.7589	1.2771368	6.563	1.53223562	6.4431	1.56391382
45	6	his	4506	-11.9165	7.9842	0.50304365	6.7411	0.17696857	6.7399	0.07318544	6.4241	0.09228373	6.2208	0.28326321	5.341	0.55532026	4.4264	0.71441078	4.0345	0.88385296	3.7711	0.92731762
45	7	lunch	4507	-8.599	10.1373	0.48305082	10.2959	0.18449974	10.1299	0.08246231	9.0736	0.42387009	9.1984	1.10141659	8.7656	1.56818962	7.5177	2.43324661	5.6848	2.84219742	5.3349	2.85674095
